Unnamed: 0,text,code,task_id,test_list,Unnamed: 5
941, this function to check if any list element is present in the given list.,"
function checkElement(testTup, checkList) {
  let res = false;
  for (let ele of checkList) {
    if (testTup.includes(ele)) {
      res = true;
      break;
    }
  }
  return res;
}
",942,"[
console.assert(checkElement([4, 5, 7, 9, 3], [6, 7, 10, 11]) === true),
console.assert(checkElement([1, 2, 3, 4], [4, 6, 7, 8, 9]) === true),
console.assert(checkElement([3, 2, 1, 4, 5], [9, 8, 7, 6]) === false)]
",
942, this function to combine two given sorted lists using heapq module.,"function combineLists(num1, num2) {
    return Array.from(new Set([...num1, ...num2])).sort((a, b) => a - b);
}",943,"[console.assert(combineLists([1, 3, 5, 7, 9, 11], [0, 2, 4, 6, 8, 10]).toString() === [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11].toString()),
console.assert(combineLists([1, 3, 5, 6, 8, 9], [2, 5, 7, 11]).toString() === [1, 2, 3, 5, 6, 7, 8, 9, 11].toString()),
console.assert(combineLists([1, 3, 7], [2, 4, 6]).toString() === [1, 2, 3, 4, 6, 7].toString())]",
943, this function to separate and print the numbers and their position of a given string.,"
function numPosition(text) {
    const regex = /\d+/g;
    const match = regex.exec(text);
    if (match) {
        return match.index;
    }
}
",944,"
[console.assert(numPosition(""there are 70 flats in this apartment"") === 10), console.assert(numPosition(""every adult have 32 teeth"") === 17), console.assert(numPosition(""isha has 79 chocolates in her bag"") === 9)]
",
944, this function to convert the given tuples into set.,"
function tupleToSet(t) {
  const s = new Set(t);
  return s;
}
",945,"[
  console.assert(tupleToSet([""x"", ""y"", ""z""]).has(""y"") && tupleToSet([""x"", ""y"", ""z""]).has(""x"") && tupleToSet([""x"", ""y"", ""z""]).has(""z"")),
  
  console.assert(tupleToSet([""a"", ""b"", ""c""]).has(""c"") && tupleToSet([""a"", ""b"", ""c""]).has(""a"") && tupleToSet([""a"", ""b"", ""c""]).has(""b"")),
  
  console.assert(tupleToSet([""z"", ""d"", ""e""]).has(""d"") && tupleToSet([""z"", ""d"", ""e""]).has(""e"") && tupleToSet([""z"", ""d"", ""e""]).has(""z""))
]",
945, this function to find the most common elements and their counts of a specified text.,"function mostCommonElem(s, a) {
    const count = {};
    s.split('').forEach(elem => { 
      count[elem] = (count[elem] || 0) + 1;
    });
    
    const sorted = Object.entries(count).sort((a, b) => b[1] - a[1]);
    return sorted.slice(0, a);
}",946,"
[console.assert(JSON.stringify(mostCommonElem('lkseropewdssafsdfafkpwe', 3)) === JSON.stringify([['s', 4], ['e', 3], ['f', 3]])),
console.assert(JSON.stringify(mostCommonElem('lkseropewdssafsdfafkpwe', 2)) === JSON.stringify([['s', 4], ['e', 3]])),
console.assert(JSON.stringify(mostCommonElem('lkseropewdssafsdfafkpwe', 7)) === JSON.stringify([['s', 4], ['e', 3], ['f', 3], ['k', 2], ['p', 2], ['w', 2], ['d', 2]]))]",
946, this   function to find the length of the shortest word.,"
function len_log(list1) {
    let min = list1[0].length;
    for (let i of list1) {
        if (i.length < min) {
            min = i.length;
        }
    }
    return min;
}
",947,"
[console.assert(len_log([""win"",""lose"",""great""]) === 3), console.assert(len_log([""a"",""ab"",""abc""]) === 1), console.assert(len_log([""12"",""12"",""1234""]) === 2)]
",
947, this function to get an item of a tuple.,"function getItem(tup1, index) {
    if (index < 0) {
        index = tup1.length + index; 
    }
    return tup1[index];
}",948,"[console.assert(getItem([""w"", 3, ""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c"", ""e""], 3) === ""e""),
console.assert(getItem([""w"", 3, ""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c"", ""e""], -4) === ""u""), 
console.assert(getItem([""w"", 3, ""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c"", ""e""], -3) === ""r"")]",
948, this function to sort the given tuple list basis the total digits in tuple.,"function sortList(testList) {
    testList.sort((a, b) => {
        return a.toString().length - b.toString().length;
    });
    return testList;
}",949,"  [ 
console.assert(JSON.stringify(sortList([[3, 4, 6, 723], [1, 2], [12345], [134, 234, 34]])) === JSON.stringify([[1, 2], [12345], [3, 4, 6, 723], [134, 234, 34]])),
console.assert(JSON.stringify(sortList([[3, 4, 8], [1, 2], [1234335], [1345, 234, 334]])) === JSON.stringify([[1, 2], [3, 4, 8], [1234335], [1345, 234, 334]])),
console.assert(JSON.stringify(sortList([[34, 4, 61, 723], [1, 2], [145], [134, 23]])) === JSON.stringify([[1, 2], [145], [134, 23], [34, 4, 61, 723]]))
  ]",
949, this function to display sign of the chinese zodiac for given year.,"function chineseZodiac(year) {
    let sign;
    if ((year - 2000) % 12 === 0) {
        sign = ""Dragon"";
    } else if ((year - 2000) % 12 === 1) {
        sign = ""Snake"";
    } else if ((year - 2000) % 12 === 2) {
        sign = ""Horse"";
    } else if ((year - 2000) % 12 === 3) {
        sign = ""Goat"";
    } else if ((year - 2000) % 12 === 4) {
        sign = ""Monkey"";
    } else if ((year - 2000) % 12 === 5) {
        sign = ""Rooster"";
    } else if ((year - 2000) % 12 === 6) {
        sign = ""Dog"";
    } else if ((year - 2000) % 12 === 7) {
        sign = ""Pig"";
    } else if ((year - 2000) % 12 === 8) {
        sign = ""Rat"";
    } else if ((year - 2000) % 12 === 9) {
        sign = ""Ox"";
    } else if ((year - 2000) % 12 === 10) {
        sign = ""Tiger"";
    } else {
        sign = ""Rabbit""; 
    }
    return sign;
}",950,"[
    console.assert(chineseZodiac(2009) === ""Ox""),
    console.assert(chineseZodiac(1688) === ""Dragon""),
    console.assert(chineseZodiac(2004) === ""Monkey"")
]",
950, this function to find the maximum of similar indices in two lists of tuples.,"function max_similar_indices(test_list1, test_list2) {
    const res = test_list1.map((x, index) => {
        const y = test_list2[index];
        return [Math.max(x[0], y[0]), Math.max(x[1], y[1])];
    });
    return res;
}",951,"[console.assert(JSON.stringify(max_similar_indices([[2, 4], [6, 7], [5, 1]], [[5, 4], [8, 10], [8, 14]])) === JSON.stringify([[5, 4], [8, 10], [8, 14]])),
console.assert(JSON.stringify(max_similar_indices([[3, 5], [7, 8], [6, 2]], [[6, 5], [9, 11], [9, 15]])) === JSON.stringify([[6, 5], [9, 11], [9, 15]])),
console.assert(JSON.stringify(max_similar_indices([[4, 6], [8, 9], [7, 3]], [[7, 6], [10, 12], [10, 16]])) === JSON.stringify([[7, 6], [10, 12], [10, 16]]))]",
951, this function to compute the value of ncr mod p.,"
function nCr_mod_p(n, r, p) {
    if (r > n - r) {
        r = n - r;
    }
    let C = new Array(r + 1).fill(0);
    C[0] = 1;
    for (let i = 1; i <= n; i++) {
        for (let j = Math.min(i, r); j > 0; j--) {
            C[j] = (C[j] + C[j - 1]) % p;
        }
    }
    return C[r];
}
",952,"
[console.assert(nCr_mod_p(10, 2, 13) === 6), console.assert(nCr_mod_p(11, 3, 14) === 11), console.assert(nCr_mod_p(18, 14, 19) === 1)]
",
952, this   function to find the minimun number of subsets with distinct elements.,"
function subset(ar, n) {
    let res = 0;
    ar.sort((a, b) => a - b);
    for (let i = 0; i < n; i++) {
        let count = 1;
        for (let j = i + 1; j < n; j++) {
            if (ar[i] === ar[j]) {
                count++;
            } else {
                break;
            }
        }
        res = Math.max(res, count);
    }
    return res;
}
",953,"
[console.assert(subset([1, 2, 3, 4], 4) === 1), console.assert(subset([5, 6, 9, 3, 4, 3, 4], 7) === 2), console.assert(subset([1, 2, 3], 3) === 1)]
",
953, this function that gives profit amount if the given amount has profit else return none.,"
function profitAmount(actualCost, saleAmount) {
    if (actualCost > saleAmount) {
        let amount = actualCost - saleAmount;
        return amount;
    } else {
        return null;
    }
}
",954,"
[console.assert(profitAmount(1500,1200) === 300), console.assert(profitAmount(100,200) === null), console.assert(profitAmount(2000,5000) === null)]
",
954," this function to find out, if the given number is abundant.","
function isAbundant(n) {
    let fctrsum = 0;
    for (let fctr = 1; fctr < n; fctr++) {
        if (n % fctr === 0) {
            fctrsum += fctr;
        }
    }
    return fctrsum > n;
}
",955,"[
console.assert(isAbundant(12) === true),
console.assert(isAbundant(13) === false),
console.assert(isAbundant(9) === false)]
",
955, this function to split the given string at uppercase letters by using regex.,"
function splitList(text) {
  return text.match(/[A-Z][^A-Z]*/g);
}
",956,"[
    console.assert(splitList(""LearnToBuildAnythingWithGoogle"").toString() === [""Learn"", ""To"", ""Build"", ""Anything"", ""With"", ""Google""].toString()),
    console.assert(splitList(""ApmlifyingTheBlack+DeveloperCommunity"").toString() === [""Apmlifying"", ""The"", ""Black+"", ""Developer"", ""Community""].toString()),
    console.assert(splitList(""UpdateInTheGoEcoSystem"").toString() === [""Update"", ""In"", ""The"", ""Go"", ""Eco"", ""System""].toString())
]",
957, this function to convert an integer into a roman numeral.,"function intToRoman(num) {
    const val = [1000, 900, 500, 400, 100, 90, 50, 40, 10, 9, 5, 4, 1];
    const syb = [""M"", ""CM"", ""D"", ""CD"", ""C"", ""XC"", ""L"", ""XL"", ""X"", ""IX"", ""V"", ""IV"", ""I""];
    let romanNum ="""" ;
    let i = 0;
    while (num > 0) {
        for (let _ = 0; _ < Math.floor(num / val[i]); _++) {
            romanNum += syb[i];
            num -= val[i];
        }
        i++;
    }
    return romanNum;
}",958,"[
console.assert(intToRoman(1) === ""I""),
console.assert(intToRoman(50) === ""L""),
console.assert(intToRoman(4) === ""IV"")]
",
958, this   function to find the average of a list.,"function Average(lst) {
    return lst.reduce((acc, val) => acc + val, 0) / lst.length;
}",959,"
[console.assert(Average([15, 9, 55, 41, 35, 20, 62, 49]) === 35.75), console.assert(Average([4, 5, 1, 2, 9, 7, 10, 8]) === 5.75), console.assert(Average([1,2,3]) === 2)]
",
959, this function to solve tiling problem.,"
function get_noOfways(n) {
    if (n === 0) {
        return 0;
    }
    if (n === 1) {
        return 1; 
    }
    return get_noOfways(n - 1) + get_noOfways(n - 2);
}
",960,"
[console.assert(get_noOfways(4) === 3), console.assert(get_noOfways(3) === 2), console.assert(get_noOfways(5) === 5)]
",
960, this function to convert a roman numeral to an integer.,"
function romanToInt(s) {
    const romVal = {I: 1, V: 5, X: 10, L: 50, C: 100, D: 500, M: 1000};
    let intVal = 0;
    for (let i = 0; i < s.length; i++) {
        if (i > 0 && romVal[s[i]] > romVal[s[i - 1]]) {
            intVal += romVal[s[i]] - 2 * romVal[s[i - 1]];
        } else {
            intVal += romVal[s[i]];
        }
    }
    return intVal;
}
",961,"[
    console.assert(romanToInt('MMMCMLXXXVI') === 3986),
    console.assert(romanToInt('MMMM') === 4000),
    console.assert(romanToInt('C') === 100)]",
961, this   function to find the sum of all even natural numbers within the range l and r.,"function sum_Even(l, r) {
    const sum_Natural = (n) => (n * (n + 1)) / 2;
    const evenSum = (n) => (n * (n + 1));

    return evenSum(Math.floor(r / 2)) - evenSum(Math.floor((l - 1) / 2));
}",962,"[console.assert(sum_Even(2, 5) === 6), 
console.assert(sum_Even(3, 8) === 18),
console.assert(sum_Even(4, 6) === 10)]",
962, this function to calculate the discriminant value.,"
function discriminantValue(x, y, z) {
    let discriminant = (y ** 2) - (4 * x * z);
    if (discriminant > 0) {
        return [""Two solutions"", discriminant];
    } else if (discriminant === 0) {
        return [""one solution"", discriminant];
    } else if (discriminant < 0) {
        return [""no real solution"", discriminant];
    }
}
",963,"[console.assert(discriminantValue(4,8,2))===(""Two solutions"",32),
     console.assert(discriminantValue(5,7,9))===(""no real solution"",-131),
      console.assert(discriminantValue(0,0,9))===(""one solution"",0)]",
963, this   function to check whether the length of the word is even or not.,"
function wordLen(s) {
    s = s.split( );
    for (let word of s) {
        if (word.length % 2 == 0) {
            return true;
        } else {
            return false;
        }
    }
}
",964,"
[console.assert(wordLen(""program"") === false), console.assert(wordLen(""solution"") === true), console.assert(wordLen(""data"") === true)]
",
964, this function to convert camel case string to snake case string.,"function camelToSnake(text) {
    return text
        .replace(/([a-z0-9])([A-Z])/g, '$1_$2')  
        .toLowerCase();  
}",965,"[
    console.assert(camelToSnake('Program') === 'program'),
    console.assert(camelToSnake('Language') === 'language'),
    console.assert(camelToSnake('ProgrammingLanguage') === 'programming_language')
  ]
  ",
965, this function to remove an empty tuple from a list of tuples.,"function remove_empty(tuple1) {
    return tuple1.filter(t => {
        if (Array.isArray(t)) {
            return t.length > 0;
        }
        if (typeof t === 'string') {
            return t.trim() !== '';
        }
        return t;
    });
}",966,"[
  console.assert(
    JSON.stringify(remove_empty([[], [], [], ['a', 'b'], ['a', 'b', 'c'], 'd'])) === JSON.stringify([['a', 'b'], ['a', 'b', 'c'], 'd']),
    ""Test Case 1 Failed""
  ),
  console.assert(
    JSON.stringify(remove_empty([[], [], [], [' '], ['program']])) === JSON.stringify([[' '], ['program']]),
    ""Test Case 2 Failed""
  ),
  console.assert(
    JSON.stringify(remove_empty([[], [], [], ['java']])) === JSON.stringify([['java']]),
    ""Test Case 3 Failed""
  )
]",
966, this   function to accept the strings which contains all vowels.,"function check(string) {
    
    if (/[aeiouAEIOU]/.test(string)) {
        return ""accepted"";
    } else {
        return ""not accepted"";
    }
}",967,"[
console.assert(check(""SEEquoiaL"") === ""accepted"", ""Test Case 1 Failed""),
console.assert(check(""prgrm"") === ""not accepted"", ""Test Case 2 Failed""),
console.assert(check(""fine"") === ""accepted"", ""Test Case 3 Failed"")]",
968, this function to join the tuples if they have similar initial elements.,"function joinTuples(testList) {
    let res = [];
    for (let sub of testList) {
        if (res.length > 0 && res[res.length - 1][0] === sub[0]) {
            res[res.length - 1] = res[res.length - 1].concat(sub.slice(1));
        } else {
            res.push([...sub]); 
        }
    }
    return res;
}",969,"[console.assert(JSON.stringify(joinTuples([[5, 6], [5, 7], [6, 8], [6, 10], [7, 13]])) === JSON.stringify([[5, 6, 7], [6, 8, 10], [7, 13]]), ""Test Case 1 Failed""),
console.assert(JSON.stringify(joinTuples([[6, 7], [6, 8], [7, 9], [7, 11], [8, 14]])) === JSON.stringify([[6, 7, 8], [7, 9, 11], [8, 14]]), ""Test Case 2 Failed""),
console.assert(JSON.stringify(joinTuples([[7, 8], [7, 9], [8, 10], [8, 12], [9, 15]])) === JSON.stringify([[7, 8, 9], [8, 10, 12], [9, 15]]), ""Test Case 3 Failed"")]",
969, this function to find minimum of two numbers.,"
function minOfTwo(x, y) {
    if (x < y) {
        return x;
    }
    return y;
}
",970,"
[console.assert(minOfTwo(10,20) === 10), console.assert(minOfTwo(19,15) === 15), console.assert(minOfTwo(-10,-20) === -20)]
",
